question_id,subject,chapter,question,proposed_answer,validator_verdict,preaudit_priority,preaudit_verdict,main_issue,reason,recommended_action,preaudit_answer_confidence
p3-mcq-0332-3cd34c80,BIOLOGY,1,Match the following components involved in the process of fertilization with their respective roles:,A,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0359-c1ced73c,CHEMISTRY,1,"At a concentration of 35% (v/v), ethylene glycol lowers the freezing point of water to which of the following temperatures?",B,READY,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0394-55b97a27,CHEMISTRY,9,What is the major product obtained when a large excess of ammonia is used in the ammonolysis of an ammonium salt?,D,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0425-2c0dc4d5,CHEMISTRY,3,"Match the aspect of a chemical reaction listed in Column I with the corresponding branch or concept of chemistry listed in Column II as described in the text:

Column I:
(p) Feasibility of a reaction ",A,MAJOR_REVISION,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0446-2c734a34,CHEMISTRY,6,"Match the following aspects of electrophilic aromatic substitution in chlorobenzene (Column I) with their corresponding controlling factors/effects (Column II):

Column I:
p. Reactivity of chlorobenze",B,MAJOR_REVISION,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0475-0610a6fe,CHEMISTRY,6,"According to the Lewis definition of acids and bases, which of the following species acts as a Lewis acid?",C,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0545-62818846,CHEMISTRY,4,"Which of the following combinations of atomic orbitals cannot undergo hybridisation due to a significant difference in their energies, according to the provided text?",C,REJECT,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0586-04753478,CHEMISTRY,1,Match the laws of chemical combination with their descriptions.,A,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0604-b4700eba,CHEMISTRY,7,What is the major product when a tertiary alkyl halide like (CH3)3C–Br reacts with sodium ethoxide?,A,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0622-b6e98375,CHEMISTRY,9,What type of hydrocarbons undergo mainly electrophilic substitution reactions?,C,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0628-9b2d18df,CHEMISTRY,9,Match the following compounds with their corresponding types of amines:,C,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0629-e6b17b9e,CHEMISTRY,5,"According to the NCERT text on thermodynamic processes, which of the following statements correctly describes a reversible process?",B,MAJOR_REVISION,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0671-a4a590e2,PHYSICS,14,"In a travelling harmonic wave, which of the following aspects of oscillatory motion differs from one point to another?",C,MAJOR_REVISION,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0709-3e9d231d,PHYSICS,6,Match the following scenarios with the correct outcomes regarding induced current and polarity of the capacitor plates.,A,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0731-1b7eda9c,PHYSICS,11,"According to the principles of thermodynamic state variables discussed in the NCERT text, consider a system in equilibrium divided into two equal parts. Which of the following statements correctly des",B,REJECT,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0766-208bff6e,PHYSICS,3,"In a Wheatstone bridge, which condition indicates that the bridge is balanced?",A,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0821-cb53c4a2,PHYSICS,5,"Match the physics problems described in List-I with their correct theoretical outcome/concept derived from the NCERT text in List-II:

List-I:
(P) Bob A of a pendulum released from 30° hits an identic",A,REJECT,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0860-9d0d3f11,PHYSICS,4,"When applying Ampere's circuital law to a rectangular Amperian loop $abcd$ to derive the magnetic field $B$ inside an ideal long solenoid, why do the transverse sections $bc$ and $ad$ make no contribu",B,READY,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
p3-mcq-0940-2d90c03e,PHYSICS,1,Match the following aspects of Gauss's law with their descriptions:,A,INCONCLUSIVE,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,0.0
