question_id,subject,class,chapter,topic,provider,difficulty,question_type,question,option_A,option_B,option_C,option_D,proposed_answer,NCERT_source,validator_verdict,human_stem,human_option_A,human_option_B,human_option_C,human_option_D,human_answer,human_explanation,human_ncert_support,human_ambiguity,human_duplicate,human_difficulty,human_neet_suitability,human_overall,reviewer_notes,preaudit_answer_check,preaudit_answer_confidence,preaudit_calculation_check,preaudit_calculated_answer,preaudit_calculation_notes,preaudit_stem_issue,preaudit_stem_severity,preaudit_option_quality,preaudit_option_issue,preaudit_option_severity,preaudit_ncert_support,preaudit_ncert_issue,preaudit_scientific_issue,preaudit_scientific_severity,preaudit_assertion_reason_check,preaudit_question_type_check,preaudit_neet_suitability,preaudit_independent_difficulty,preaudit_duplicate_status,preaudit_duplicate_question_id,preaudit_duplicate_similarity,preaudit_priority,preaudit_verdict,preaudit_reason,preaudit_recommended_action,preaudit_version
p3-mcq-0242-bc2e3fa3,BIOLOGY,11,6,chapter-6-page-2,openai,EASY,conceptual,What is the primary function of root hairs in the epidermis?,To absorb water and minerals from the soil.,To prevent water loss due to transpiration.,To regulate the process of gaseous exchange.,To provide structural support to the plant.,A,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-6.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0282-be133b05,BIOLOGY,11,11,chapter-11-page-21,gemini,MEDIUM,numerical,"Based on the provided text describing the carbon fixation cycle, how many total carbon atoms are present in the molecules of 3-carbon PGA produced from a single 5-carbon compound RuBP after the addition of one molecule of CO2?",3,5,6,10,C,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-11.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.25,INCONCLUSIVE,,No deterministic calculator matched this numerical pattern,,NONE,WEAK,trivial_distractor,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0285-67052d7a,BIOLOGY,12,1,chapter-1-page-12,gemini,EASY,application,"If a plant produces cleistogamous flowers in an area completely devoid of any insect or animal pollinators, what will be the outcome regarding its seed production according to the NCERT text?",It will fail to produce any seeds due to the absence of pollinators.,It will produce assured seeds even in the absence of pollinators.,It will undergo xenogamy to produce seeds.,It will produce seeds only if wind pollination occurs.,B,Biology/Class 12-Biology/ncert-books-class-12-biology-chapter-1.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,SUPPORTED_INFERENCE,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,EASY,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0308-75106d2a,BIOLOGY,11,19,chapter-19-page-2,openai,EASY,factual,Which type of hormones are produced by the hypothalamus that stimulate the secretion of pituitary hormones?,Releasing hormones,Inhibiting hormones,Growth hormones,Gonadotrophins,A,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-19.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0332-3cd34c80,BIOLOGY,12,1,chapter-1-page-16,openai,MEDIUM,match_relationship,Match the following components involved in the process of fertilization with their respective roles:,Pollen grain - Germinates on the stigma,Pistil - Produces pollen tube,Pollen tube - Leads to rejection of incompatible pollen,Synergid - Prevents acceptance of pollen,A,Biology/Class 12-Biology/ncert-books-class-12-biology-chapter-1.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0343-6d2786e1,CHEMISTRY,12,4,chapter-4-page-15,openai,HARD,application,What is the observed color of the Cu2+ ion in aqueous solution as mentioned in the NCERT excerpt?,blue,green,yellow,violet,A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-4.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,HARD,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0344-082d226d,CHEMISTRY,12,9,chapter-9-page-11,gemini,MEDIUM,assertion_reasoning,"Given below are two statements: one is labelled as Assertion A and the other is labelled as Reason R.
Assertion A: Aniline is a weaker base than ammonia.
Reason R: Aniline is a resonance hybrid of five resonating structures, making it more stable than the anilinium ion which has only two resonating structures.","Both Assertion A and Reason R are true, and Reason R is the correct explanation of Assertion A.","Both Assertion A and Reason R are true, but Reason R is NOT the correct explanation of Assertion A.","Assertion A is true, but Reason R is false.","Assertion A is false, but Reason R is true.",A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-9.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.6,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,assertion_true=UNKNOWN;reason_true=UNKNOWN;reason_explains_assertion=FALSE;proposed_option_correct=QUESTIONABLE,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0347-b3c00a5d,CHEMISTRY,11,9,Conformations,gemini,MEDIUM,numerical,"According to the provided text on the conformations of alkanes, what is the maximum value of the small energy barrier (in kJ mol⁻¹) that hinders the rotation around a C–C single bond due to torsional strain?",1 kJ mol⁻¹,120 kJ mol⁻¹,20 kJ mol⁻¹,305 kJ mol⁻¹,C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-9.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.25,INCONCLUSIVE,,No deterministic calculator matched this numerical pattern,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0353-0ba58540,CHEMISTRY,11,2,chapter-2-page-43,gemini,HARD,statement_based,"Based on the quantum number rules and principles presented in the NCERT chapter, consider the following two statements:

Statement I: The set of quantum numbers n = 3, l = 3, ml = –3, ms = +½ represents a permissible electron state in an atom.
Statement II: In a given principal energy level n = 4, the maximum number of electrons that can have a spin quantum number ms = –½ is 16.

Which of the following options correctly evaluates Statement I and Statement II?",Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,Statement I is correct but Statement II is incorrect.,Statement I is incorrect but Statement II is correct.,D,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-2.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0359-c1ced73c,CHEMISTRY,12,1,chapter-1-page-3,gemini,EASY,factual,"At a concentration of 35% (v/v), ethylene glycol lowers the freezing point of water to which of the following temperatures?",273.15 K,255.4 K,243.2 K,260.5 K,B,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-1.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0386-fb1ad1ab,CHEMISTRY,12,3,Instantaneous and Average Rate of Reaction,gemini,MEDIUM,assertion_reasoning,"Given below are two statements: one is labelled as Assertion A and the other is labelled as Reason R.

Assertion A: The average rate of a reaction cannot be used to predict the rate of a reaction at a particular instant.
Reason R: The average rate remains constant for the specific time interval for which it is calculated.

In the light of the above statements, choose the correct answer from the options given below:",Both Assertion A and Reason R are true and Reason R is the correct explanation of Assertion A.,Both Assertion A and Reason R are true but Reason R is NOT the correct explanation of Assertion A.,Assertion A is true but Reason R is false.,Assertion A is false but Reason R is true.,A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-3.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.6,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,,NONE,assertion_true=UNKNOWN;reason_true=UNKNOWN;reason_explains_assertion=FALSE;proposed_option_correct=QUESTIONABLE,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0394-55b97a27,CHEMISTRY,12,9,chapter-9-page-5,openai,MEDIUM,factual,What is the major product obtained when a large excess of ammonia is used in the ammonolysis of an ammonium salt?,"A mixture of primary, secondary, and tertiary amines",Only secondary amines,Only tertiary amines,Primary amines,D,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-9.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,ACCEPTABLE,length_clue,MINOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE_WITH_MINOR_EDIT,MEDIUM,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0409-c217ed54,CHEMISTRY,11,4,chapter-4-page-9,openai,HARD,statement_based,The bond enthalpy of the H–H bond in molecular hydrogen (H2) is given as 435.8 kJ mol–1. What does this value indicate regarding the strength of the H–H bond?,It indicates that the H–H bond is relatively weak.,It indicates that the H–H bond is very strong.,It indicates that the H–H bond is comparable in strength to those in diatomic molecules.,It indicates that the H–H bond is the strongest known bond.,B,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-4.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,HARD,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0425-2c0dc4d5,CHEMISTRY,12,3,chapter-3-page-1,gemini,HARD,match_relationship,"Match the aspect of a chemical reaction listed in Column I with the corresponding branch or concept of chemistry listed in Column II as described in the text:

Column I:
(p) Feasibility of a reaction at constant T and P
(q) Extent to which a reaction will proceed
(r) Speed of a reaction and its mechanism

Column II:
(1) Chemical Kinetics
(2) Thermodynamics ($
\Delta G < 0$)
(3) Chemical Equilibrium

Select the correct matching code:","(p)-(2), (q)-(3), (r)-(1)","(p)-(3), (q)-(2), (r)-(1)","(p)-(1), (q)-(2), (r)-(3)","(p)-(2), (q)-(1), (r)-(3)",A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-3.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0446-2c734a34,CHEMISTRY,12,6,Friedel-Crafts reaction / Electrophilic aromatic substitution in haloarenes,gemini,EASY,match_relationship,"Match the following aspects of electrophilic aromatic substitution in chlorobenzene (Column I) with their corresponding controlling factors/effects (Column II):

Column I:
p. Reactivity of chlorobenzene
q. Orientation of incoming electrophile

Column II:
1. Controlled by resonance effect
2. Controlled by stronger inductive effect

Select the correct matching:","p-1, q-2","p-2, q-1","p-1, q-1","p-2, q-2",B,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-6.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0451-299ec680,CHEMISTRY,11,5,chapter-5-page-22,openai,EASY,statement_based,"What is the enthalpy change, ∆H, for the dilution of HCl from 25 aq. to 40 aq. according to the NCERT excerpt?",–0.76 kJ/mol,+0.76 kJ/mol,0 kJ/mol,–72.79 kJ/mol,A,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-5.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,EASY,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0467-10861fa7,CHEMISTRY,11,1,chapter-1-page-15,gemini,MEDIUM,match_relationship,"Match the Laws of Chemical Combination in Column I with the scientists who proposed/gave them in Column II:

Column I
(a) Law of Definite Proportions
(b) Law of Multiple Proportions
(c) Law of Gaseous Volumes
(d) Equal volumes of gases contain equal number of molecules

Column II
(i) Gay Lussac
(ii) Joseph Proust
(iii) Avogadro
(iv) Dalton

Select the correct option:","(a)-(ii), (b)-(iv), (c)-(i), (d)-(iii)","(a)-(iv), (b)-(ii), (c)-(iii), (d)-(i)","(a)-(ii), (b)-(i), (c)-(iv), (d)-(iii)","(a)-(iii), (b)-(iv), (c)-(i), (d)-(ii)",A,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-1.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0475-0610a6fe,CHEMISTRY,11,6,Lewis Acids and Bases,openai,MEDIUM,conceptual,"According to the Lewis definition of acids and bases, which of the following species acts as a Lewis acid?",NH3,OH–,BF3,F–,C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-6.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0518-b1c65e9f,CHEMISTRY,11,8,chapter-8-page-37,gemini,MEDIUM,application,"Based on the concept of stability of anions influenced by substituents, which of the following anions is expected to be more stable and why?",CH3CH2O– because the methyl group present exerts an electron-withdrawing inductive effect.,O2NCH2CH2O– because the -NO2 group is electron-withdrawing and helps to disperse the negative charge.,CH3CH2O– because electron-donating groups stabilize negatively charged species.,O2NCH2CH2O– because the -NO2 group acts as a strong electron-donating group by hyperconjugation.,B,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-8.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,SUPPORTED_INFERENCE,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0535-66fb3866,CHEMISTRY,12,9,chapter-9-page-3,openai,HARD,statement_based,Which of the following IUPAC names corresponds correctly to the compound C6H5NH2?,Benzenamine,Aniline,N-Methylaniline,4-Bromoaniline,A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-9.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,WEAK_SUPPORT,low_term_overlap_with_cited_page,,NONE,,TYPE_MISMATCH,QUESTIONABLE,HARD,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0536-c173c10c,CHEMISTRY,12,5,chapter-5-page-14,gemini,MEDIUM,numerical,"A complex ion [MnBr4]2– has a spin-only magnetic moment of 5.9 BM. Based on the formula μ = √(n(n + 2)) BM, how many unpaired electrons (n) are present in the d-orbitals of the Mn2+ ion?",3,4,5,6,C,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-5.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,CORRECT,0.85,PASS,C,"n=5, μ=sqrt(n(n+2))=5.92BM",,NONE,WEAK,trivial_distractor,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0545-62818846,CHEMISTRY,11,4,Hybridisation of Elements involving d Orbitals,gemini,EASY,conceptual,"Which of the following combinations of atomic orbitals cannot undergo hybridisation due to a significant difference in their energies, according to the provided text?","3s, 3p, and 3d orbitals","3d, 4s, and 4p orbitals","3p, 3d, and 4s orbitals",3s and 3p orbitals,C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-4.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0547-23858e16,CHEMISTRY,12,3,Temperature dependence of rate constants,openai,MEDIUM,assertion_reasoning,"Assertion: The activation energy increases when the temperature decreases. 
Reason: An increase in temperature leads to a higher rate of chemical reactions according to the Arrhenius equation.","Both assertion and reason are correct, and the reason is the correct explanation for the assertion.","Both assertion and reason are correct, but the reason is not the correct explanation for the assertion.","Assertion is correct, but reason is incorrect.","Assertion is incorrect, but reason is correct.",C,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-3.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,assertion_true=UNVERIFIED;reason_true=UNVERIFIED;reason_explains_assertion=UNVERIFIED;proposed_option=C,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0565-623e0257,CHEMISTRY,12,2,Fuel Cells,openai,MEDIUM,match_relationship,Match the components of a fuel cell with their functions.,Anode - Produces hydroxide ions during reaction,Cathode - Supplies hydrogen gas to the reaction,Electrodes - Convert chemical energy directly into mechanical energy,Catalysts - Slow down the rate of electrode reactions,A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-2.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,UNSUPPORTED,low_term_overlap_with_cited_page,,NONE,,TYPE_CORRECT,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,ncert_support_issue; neet_suitability_concern,HUMAN_CHECK_NCERT,p2_3_pre_human_audit_v1
p3-mcq-0577-cce1fd7b,CHEMISTRY,12,1,chapter-1-page-28,openai,MEDIUM,statement_based,What is the molality of the antifreeze solution prepared from 222.6 g of ethylene glycol and 200 g of water?,1.08 mol/kg,1.25 mol/kg,1.50 mol/kg,0.75 mol/kg,A,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-1.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0581-0e939d09,CHEMISTRY,12,3,chapter-3-page-25,gemini,MEDIUM,application,"For a reaction $2\text{A} + \text{B} \rightarrow \text{A}_2\text{B}$, the rate law is given by $\text{Rate} = k[\text{A}][\text{B}]^2$ with $k = 2.0 \times 10^{-6}\text{ mol}^{-2}\text{ L}^2\text{ s}^{-1}$. What is the initial rate of the reaction when $[\text{A}] = 0.1\text{ mol L}^{-1}$ and $[\text{B}] = 0.2\text{ mol L}^{-1}$?",$8.0 \times 10^{-9}\text{ mol L}^{-1}\text{ s}^{-1}$,$4.0 \times 10^{-8}\text{ mol L}^{-1}\text{ s}^{-1}$,$8.0 \times 10^{-8}\text{ mol L}^{-1}\text{ s}^{-1}$,$1.6 \times 10^{-7}\text{ mol L}^{-1}\text{ s}^{-1}$,C,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-3.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0584-a341998c,CHEMISTRY,11,8,IUPAC Nomenclature of Alkanes,gemini,MEDIUM,statement_based,"Given below are two statements regarding IUPAC nomenclature rules for alkanes based on the provided NCERT text:

Statement I: If two or more identical substituent groups are present, prefixes such as di, tri, tetra, etc., are considered while writing the names of substituents in alphabetical order.
Statement II: When two different substituents are found in equivalent positions, the lower number is assigned to the substituent that comes first in alphabetical listing.

In the light of the above statements, choose the correct answer from the options given below:",Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,Statement I is correct but Statement II is incorrect.,Statement I is incorrect but Statement II is correct.,D,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-8.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
