question_id,subject,class,chapter,topic,provider,difficulty,question,option_A,option_B,option_C,option_D,proposed_answer,NCERT_source,validator_verdict,human_stem,human_option_A,human_option_B,human_option_C,human_option_D,human_answer,human_explanation,human_ncert_support,human_ambiguity,human_duplicate,human_difficulty,human_overall,reviewer_notes
mcq-0084-3b55cee1,PHYSICS,11,3,Motion in a Plane - Introduction,gemini,EASY,"According to the provided text, why are directional aspects of physical quantities represented simply by '+' and '-' signs in one-dimensional motion?",Because vectors cannot be used in one-dimensional motion.,Because only two directions are possible in one dimension.,Because physical quantities in one dimension do not have magnitude.,Because scalars automatically include directional information.,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-3.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0186-4b8320de,PHYSICS,11,5,Power,gemini,EASY,"An elevator with a total mass of 1800 kg (elevator plus passengers) moves upwards at a constant speed of 2 m s⁻¹. A frictional force of 4000 N opposes its motion. Taking g = 10 m s⁻², what is the minimum power delivered by the motor to the elevator in horsepower (hp)?",44 hp,59 hp,74 hp,88 hp,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-5.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0261-55ebce77,CHEMISTRY,11,7,Redox Reactions,gemini,EASY,"Based on the standard electrode potentials given below:
K⁺/K = –2.93 V, Ag⁺/Ag = 0.80 V, Hg²⁺/Hg = 0.79 V, Mg²⁺/Mg = –2.37 V, Cr³⁺/Cr = –0.74 V

Which of the following represents the correct increasing order of reducing power of these metals?",Ag < Hg < Cr < Mg < K,K < Mg < Cr < Hg < Ag,Ag < Hg < Mg < Cr < K,K < Mg < Cr < Ag < Hg,A,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-7.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0162-7c12b92c,PHYSICS,11,5,"Work, Energy and Power",gemini,MEDIUM,"A body of mass 2 kg initially at rest moves on a table under the action of an applied horizontal force of 7 N. If the coefficient of kinetic friction between the body and the table is 0.1, what is the work done by friction on the body in 10 s? (Take g = 9.8 m/s²)",-247 J,-255 J,-245 J,-250 J,C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-5.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0357-0f57d027,CHEMISTRY,11,9,Alkanes - Structure and Bond Lengths,gemini,EASY,"According to the NCERT text, what are the C–C and C–H bond lengths in alkanes?",C–C bond length is 112 pm and C–H bond length is 154 pm,C–C bond length is 154 pm and C–H bond length is 112 pm,C–C bond length is 109.5 pm and C–H bond length is 154 pm,C–C bond length is 154 pm and C–H bond length is 109.5 pm,B,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-9.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0732-6257467c,BIOLOGY,12,8,Microbes in Sewage Treatment,gemini,MEDIUM,"During secondary sewage treatment, what happens to the major remaining part of the activated sludge after a small portion is pumped back into the aeration tank?",It is released directly into natural water bodies like rivers and streams.,It is subjected to sequential filtration and sedimentation to remove floating debris.,It is pumped into anaerobic sludge digesters where anaerobic bacteria digest the bacteria and fungi.,It is mechanically agitated with air to form mesh-like structures called flocs.,C,Biology/Class 12-Biology/ncert-books-class-12-biology-chapter-8.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0081-5db2ac28,CHEMISTRY,11,1,Dalton's Atomic Theory,gemini,EASY,"According to the provided text, which of the following is an explicit postulate of Dalton’s Atomic Theory as published in 'A New System of Chemical Philosophy'?",Molecules of hydrogen or oxygen consist of two indivisible atoms.,Chemical reactions involve the creation and destruction of fundamental atomic particles.,Compounds are formed when atoms of different elements combine in a fixed ratio.,One atomic mass unit is defined as one-twelfth of the mass of a carbon-12 atom.,C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-1.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0219-d7bc090f,CHEMISTRY,11,2,Structure of Atom,gemini,EASY,"According to the provided text, what is the number of radial nodes for a 4p orbital?",1,2,3,4,B,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-2.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0120-86ab1622,BIOLOGY,11,14,Alfonso Corti Biography / Auditory System,gemini,EASY,"According to the biography of Alfonso Corti, in which year did he publish a paper describing the organ of Corti located on the basilar membrane of the cochlea?",1822,1851,1888,1858,B,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-14.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0483-0a0cbf45,BIOLOGY,11,17,Locomotion and Movement,gemini,EASY,"According to the myofibril structure described in the text, which two proteins are present in the thin filament alongside 2 'F' actins?",Myosin and Tropomyosin,Tropomyosin and Troponin,Myoglobin and Troponin,Actin and Myosin,B,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-17.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0390-b4bbf641,CHEMISTRY,12,2,Electronic Conductance of Metals,gemini,MEDIUM,Which of the following factors is NOT listed in the NCERT text as one upon which the electronic conductance of a metal depends?,Nature and structure of the metal,Number of valence electrons per atom,Temperature,Pressure at which the measurement is made,D,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-2.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0321-1df62fdf,BIOLOGY,12,10,Molecular Diagnosis,gemini,MEDIUM,"When detecting a mutated gene using a single-stranded DNA or RNA probe tagged with a radioactive molecule followed by autoradiography, why does the clone carrying the mutated gene not appear on the photographic film?",The radioactive molecule degrades in the presence of a mutated gene.,The probe does not have complementarity with the mutated gene.,The mutated gene synthesizes antibodies against the probe.,PCR amplification fails completely in cells with mutated DNA.,B,Biology/Class 12-Biology/ncert-books-class-12-biology-chapter-10.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0189-e92e6c5b,CHEMISTRY,11,6,Arrhenius Concept of Acids and Bases,gemini,EASY,"According to the provided text, what geometry does the hydronium ion ($H_3O^+$) possess when a bare proton bonds to the oxygen atom of a solvent water molecule?",Linear,Trigonal planar,Trigonal pyramidal,Tetrahedral,C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-6.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0513-f2c0267a,PHYSICS,11,6,Centre of Mass Motion,gemini,EASY,"A child sits stationary at one end of a long trolley moving uniformly with a speed $V$ on a smooth horizontal floor. If the child gets up and runs about on the trolley in any manner, what will be the speed of the centre of mass (CM) of the (trolley + child) system?",It increases or decreases depending on the direction of running of the child.,It remains equal to $V$.,It becomes zero.,It depends on the relative speed of the child with respect to the trolley.,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-6.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0039-5ad374ad,BIOLOGY,12,10,Biotechnology and Its Applications,gemini,EASY,Which of the following is listed in the provided text as one of the three critical research areas of biotechnology?,Increasing agro-chemical synthesis for crop protection,Downstream processing technologies to purify the protein/organic compound,Creating genetically modified animals exclusively for energy production,Eliminating the use of pure enzymes in industrial biological processes,B,Biology/Class 12-Biology/ncert-books-class-12-biology-chapter-10.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0843-cf86adf4,PHYSICS,11,8,Elasticity and Moduli of Elasticity,gemini,EASY,"Based on the concept presented in Statement 8.4(b) of the NCERT text, the stretching of a helical coil spring is determined by which of the following elastic moduli?",Young's modulus,Bulk modulus,Shear modulus,Poisson's ratio,C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-8.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0099-e1bef306,BIOLOGY,12,5,Human Genome Project Methodologies,gemini,MEDIUM,"Regarding the methodologies used in the Human Genome Project described in the NCERT text, which of the following statements is correct?",Expressed Sequence Tags (ESTs) referred to sequencing the whole genome including coding and non-coding sequences.,Sequence Annotation involved identifying only the genes expressed as RNA.,Automated DNA sequencers used in the project worked on the principle of a method developed by Frederick Sanger.,BAC and YAC were the host organisms used for cloning the DNA fragments.,C,Biology/Class 12-Biology/ncert-books-class-12-biology-chapter-5.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0819-3bdd11ae,PHYSICS,12,6,Faraday's Laws of Induction,gemini,EASY,"According to the summary of Faraday's laws of induction provided in the text, what is the value of the current set up in a closed circuit of resistance $R$ when a magnetic flux $\Phi_B$ links with one turn of an $N$-turn coil?",$\frac{d\Phi_B}{dt}$,$-\frac{N}{R} \frac{d\Phi_B}{dt}$,$-\frac{1}{NR} \frac{d\Phi_B}{dt}$,$-N R \frac{d\Phi_B}{dt}$,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-6.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0666-6c812236,BIOLOGY,11,2,Biological Classification - Kingdom Fungi,gemini,EASY,"Which of the following fungal groups exhibits an intervening dikaryotic stage ($n + n$) during its sexual cycle, as described in the text?",Phycomycetes only,Ascomycetes and Basidiomycetes,Phycomycetes and Ascomycetes,Only unicellular fungi like Yeast,B,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-2.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0231-299b6860,CHEMISTRY,11,3,The d-Block Elements (Transition Elements),gemini,EASY,"According to the provided text, which d-block element is mentioned as an exception with the electronic configuration 4d¹⁰5s⁰?",Zinc (Zn),Cadmium (Cd),Palladium (Pd),Mercury (Hg),C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-3.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0537-ee6190c0,BIOLOGY,11,9,Biomolecules - Proteins and their Functions,gemini,EASY,Which of the following proteins listed in Table 9.5 of the NCERT text is correctly matched with its specific function?,Collagen – Enables glucose transport into cells,GLUT-4 – Intercellular ground substance,"Receptor – Sensory reception (smell, taste, hormone, etc.)",Antibody – Hormone,C,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-9.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0711-c03d6b75,CHEMISTRY,11,4,Chemical Bonding And Molecular Structure,gemini,EASY,"According to the Valence Bond Theory discussion in the NCERT text, what determines whether the overlap of atomic orbitals is positive, negative, or zero when two atoms come close to form a bond?",The net electrical charge present on the boundary surface of the atomic orbitals,The total number of unpaired electrons present in the combining atomic orbitals,The sign (phase) and direction of orientation of the amplitude of the orbital wave function in space,The magnitude of excitation energy absorbed by the central atom,C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-4.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0270-45992467,PHYSICS,11,12,Kinetic Theory,gemini,MEDIUM,"According to the kinetic theory explanation provided in Example 12.6, if a ball with speed $u$ relative to a wicket is hit by a massive bat moving towards it with speed $V$ relative to the same wicket, what is the speed of the rebounding ball relative to the wicket after an elastic collision?",$V + u$,$2V + u$,$V + 2u$,$2V - u$,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-12.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0246-69f03233,CHEMISTRY,12,5,Coordination Compounds,gemini,EASY,"According to the provided text, which metal is correctly paired with the coordination compound it forms in biological systems?",Chlorophyll — Iron,Haemoglobin — Magnesium,Vitamin B12 — Cobalt,Chlorophyll — Cobalt,C,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-5.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0123-9b1e4c66,CHEMISTRY,11,6,Equilibrium / Ionization Constants of Weak Acids,gemini,EASY,"According to Table 6.6 in the provided NCERT excerpt, which of the following weak acids has the largest ionization constant (Ka) at 298 K?",Hydrocyanic Acid (HCN),Nitrous Acid (HNO2),Acetic Acid (CH3COOH),Benzoic Acid (C6H5COOH),B,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-6.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0777-0475b672,BIOLOGY,11,8,Cell Shapes and Sizes,gemini,EASY,Which of the following cell types is correctly matched with its shape as described in the text and Figure 8.1?,Human red blood cells – Long and narrow,Tracheid – Elongated,Columnar epithelial cells – Amoeboid,Mesophyll cells – Branched and long,B,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-8.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0534-e33fdc1d,BIOLOGY,11,9,Nature of Enzyme Action,gemini,EASY,"According to the passage on the nature of enzyme action, what is the correct order of steps in the catalytic cycle of an enzyme?",Enzyme shape changes -> Substrate binds to active site -> EP complex formed -> Bond breakage,Substrate binds to active site -> Shape alteration in enzyme -> Bond breakage -> EP complex formation,Substrate binds to active site -> Alteration of enzyme shape -> Bond breakage and EP complex formation -> Release of products and unchanged enzyme,EP complex formed -> Substrate binds to active site -> Shape alteration in enzyme -> Release of products,C,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-9.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0960-00046a6f,PHYSICS,12,4,Moving Charges and Magnetism,gemini,EASY,"According to the convention specified in Chapter 4 of NCERT Class 12 Physics, what do a dot (⊙) and a cross (⊗) represent regarding a field or current?",A dot represents going into the plane of the paper; a cross represents emerging out of the plane of the paper.,A dot represents emerging out of the plane of the paper; a cross represents going into the plane of the paper.,A dot represents an electric field; a cross represents a magnetic field.,A dot represents a positive charge; a cross represents a negative charge.,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-4.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0492-a5cacc2c,PHYSICS,12,1,Properties of Electric Field Lines,gemini,EASY,"According to the properties of electric field lines described in the NCERT text, why can two field lines never cross each other?",Because electrostatic field lines always form closed loops.,Because the electric field at the point of intersection would not have a unique direction.,Because electric field lines are restricted to a two-dimensional plane.,Because field lines must always end at infinity regardless of charge configuration.,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-1.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0876-c6fdaa56,PHYSICS,11,13,Oscillations,gemini,EASY,"Based on the provided NCERT text on simple harmonic motion (SHM), how many times do both the kinetic energy and potential energy peak during each period of SHM?",Once during each period,Twice during each period,Four times during each period,They remain constant and do not peak,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-13.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0207-5d4cba1b,PHYSICS,12,8,Electromagnetic Waves,gemini,EASY,"According to the provided text, the magnitude of the electric field ($E_0$) and magnetic field ($B_0$) in an electromagnetic wave in free space are related by which of the following equations?",$B_0 = E_0 \cdot c$,$B_0 = \frac{E_0}{c}$,$B_0 = \frac{c}{E_0}$,$B_0 = E_0 \sqrt{\mu_0 \varepsilon_0}$,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-8.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0354-f0dbf783,BIOLOGY,11,9,Biomolecules,gemini,EASY,"Based on the provided text, which of the following statements regarding complex polysaccharides and nucleic acids is correct?","Exoskeletons of arthropods contain chitin, which is a complex polysaccharide that is mostly a homopolymer.",Adenine and guanine are substituted pyrimidines found in nucleic acids.,The monosaccharide sugar found in deoxyribonucleic acid (DNA) is ribose.,The positional information of amino acids in a protein line represents its secondary structure.,A,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-9.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0198-a0b93750,CHEMISTRY,12,3,Chemical Kinetics - Rate of Reaction,gemini,EASY,"The decomposition of N₂O₅ in CCl₄ at 318 K proceeds according to the equation:
2 N₂O₅ (g) → 4 NO₂ (g) + O₂ (g)
If the average rate of reaction is 6.79 × 10⁻⁴ mol L⁻¹ min⁻¹, what is the rate of production of NO₂ during this period?",6.79 × 10⁻⁴ mol L⁻¹ min⁻¹,1.70 × 10⁻⁴ mol L⁻¹ min⁻¹,2.72 × 10⁻³ mol L⁻¹ min⁻¹,1.36 × 10⁻³ mol L⁻¹ min⁻¹,C,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-3.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0939-e6c55eca,CHEMISTRY,12,2,Corrosion,gemini,MEDIUM,"In the electrochemical process of rusting of iron as described in the text, where does the reduction of oxygen occur and what source provides the H+ ions for this cathodic reaction?","At the anodic spot, with H+ ions provided solely by the dissociation of pure water.","At the cathodic spot, with H+ ions believed to be available from carbonic acid formed by dissolution of CO2 or other acidic oxides from air into water.","At the anodic spot, with H+ ions provided by bisphenol covering the surface.","At the cathodic spot, with H+ ions provided exclusively by hydrated ferric oxide (Fe2O3.x H2O).",B,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-2.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0717-3f680c62,PHYSICS,11,11,Thermodynamics,gemini,EASY,"For 1 g of water undergoing a phase change from liquid to vapour at atmospheric pressure, the measured latent heat is 2256 J/g and the work done against external pressure during expansion is 169.2 J. What is the change in internal energy (ΔU) of the water during this transition?",2425.2 J,2086.8 J,169.2 J,2256 J,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-11.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0135-8c0b613d,BIOLOGY,11,4,Basis of Classification - Levels of Organisation,gemini,EASY,"Which of the following levels of organization is correctly matched with the group of animals exhibiting it, according to the provided text?",Sponges — Tissue level of organisation,Coelenterates — Cellular level of organisation,Sponges — Cellular level of organisation,Platyhelminthes — Cellular level of organisation,C,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-4.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0384-07cd481e,PHYSICS,11,3,Motion in a Plane,gemini,EASY,Three girls start from a point P on the edge of a circular ice ground of radius 200 m and reach a point Q diametrically opposite to P by following different paths. What is the magnitude of the displacement vector for each girl?,100 m,200 m,400 m,800 m,C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-3.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0687-b93c03b5,CHEMISTRY,12,1,Raoult's Law and Vapour Pressure of Liquid Solutions,gemini,EASY,"Based on equation $p_{\text{total}} = p_1^0 + (p_2^0 - p_1^0) x_2$ for a solution of two volatile components, which of the following statements is INCORRECT according to the NCERT text, assuming component 1 is less volatile than component 2 ($p_1^0 < p_2^0$)?",Total vapour pressure over the solution can be related to the mole fraction of any one component.,Total vapour pressure over the solution varies linearly with the mole fraction of component 2.,The minimum value of $p_{\text{total}}$ is $p_1^0$ and the maximum value is $p_2^0$.,The minimum value of $p_{\text{total}}$ is $p_2^0$ and the maximum value is $p_1^0$.,D,Chemistry/Class 12- Chemistry/ncert-books-class-12-chemistry-chapter-1.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0708-82219ff9,BIOLOGY,11,8,Cell: The Unit of Life,gemini,EASY,"Which of the following non-membrane bound organelles is found in all cells (both prokaryotic and eukaryotic) and is also located within chloroplasts, mitochondria, and on rough ER?",Centrosome,Lysosome,Ribosome,Golgi complex,C,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-8.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0831-bbc2c6df,PHYSICS,11,1,Units and Measurements,gemini,EASY,"According to the provided NCERT text, which of the following statements correctly describes plane angle and solid angle?","Plane angle is defined as the ratio of arc length to the square of the radius, with unit steradian.","Solid angle is defined as the ratio of intercepted area to the radius, with unit radian.",Both plane angle and solid angle are dimensionless quantities defined besides the seven SI base units.,"Solid angle has dimensions of length, whereas plane angle is dimensionless.",C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-1.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0954-63204524,CHEMISTRY,11,7,Redox Reactions - Rules for Assigning Oxidation Numbers,gemini,EASY,"According to the rules for determining oxidation numbers, what are the oxidation numbers assigned to oxygen in oxygen difluoride (OF2) and dioxygen difluoride (O2F2), respectively?",-2 and -1,+2 and +1,+1 and +2,-1/2 and -1,B,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-7.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0441-bcf00a32,CHEMISTRY,11,6,Equilibrium Constant and Stoichiometric Coefficients,gemini,EASY,"If the equilibrium constant for the forward reaction $\text{H}_2(g) + \text{I}_2(g) \rightleftharpoons 2\text{HI}(g)$ is $x$, what is the expression for the equilibrium constant ($K''_c$) of the reaction $\frac{1}{2}\text{H}_2(g) + \frac{1}{2}\text{I}_2(g) \rightleftharpoons \text{HI}(g)$ at the same temperature according to the NCERT text?",$x^2$,$\frac{1}{x}$,$x^{1/2}$,$\frac{1}{x^{1/2}}$,C,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-6.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0117-c5b8e2b0,BIOLOGY,12,3,Reproductive Health - Contraceptive Methods,gemini,EASY,"Which of the following statements is INCORRECT regarding 'Saheli', based on the provided text?",It is an oral contraceptive for females.,It contains a non-steroidal preparation.,It is taken daily for a period of 21 days starting within the first five days of the menstrual cycle.,It is a 'once a week' pill with very few side effects and high contraceptive value.,C,Biology/Class 12-Biology/ncert-books-class-12-biology-chapter-3.pdf,FAIL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0936-c3321d7f,CHEMISTRY,11,4,Bond Parameters (Bond Length),gemini,EASY,"Based on the provided NCERT text and tables, what is the correct order of bond lengths (in pm) for C=C, C≡C, and C-C bonds?",C≡C (120 pm) < C=C (133 pm) < C–C (154 pm),C–C (154 pm) < C=C (133 pm) < C≡C (120 pm),C=C (133 pm) < C≡C (120 pm) < C–C (154 pm),C≡C (116 pm) < C=C (121 pm) < C–C (143 pm),A,Chemistry/Class 11- Chemistry/ncert-books-class-11-chemistry-chapter-4.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0561-393bbb93,BIOLOGY,11,13,"Differentiation, Dedifferentiation and Redifferentiation",gemini,EASY,"Which of the following structural changes specifically occurs in cells during their differentiation to form a tracheary element, as described in the text?",Retention of protoplasm and development of thin cellulosic walls,"Loss of protoplasm and development of strong, elastic, lignocellulosic secondary cell walls",Regaining the capacity to divide to form interfascicular cambium,Development of primary walls without any lignification for water transport,B,Biology/Class 11-Biology/ncert-books-class-11-biology-chapter-13.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0279-4efbc300,BIOLOGY,12,10,Biopiracy and Patent Issues,gemini,EASY,"Regarding the patent obtained by an American company on Basmati rice in 1997, how was the 'new' variety of Basmati created according to the NCERT text?",By genetically modifying wild rice varieties with foreign genes,By crossing Indian Basmati with semi-dwarf varieties,By mutating Indian Basmati varieties using chemical mutagens,By tissue culturing traditional herbal plants with Basmati rice,B,Biology/Class 12-Biology/ncert-books-class-12-biology-chapter-10.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
mcq-0597-57da0278,PHYSICS,12,4,The Moving Coil Galvanometer,gemini,EASY,"According to the excerpt, what role does the cylindrical soft iron core play in a moving coil galvanometer?",It provides a restoring torque to balance the deflecting torque.,It prevents the magnetic field from becoming radial and decreases field strength.,It makes the magnetic field radial and increases the strength of the magnetic field.,It isolates the elementary particles from intrinsic magnetic moments.,C,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-4.pdf,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,
